Name	Region	City Count	Area	Population	Density	Density_Log2	Pop Bas Resid Reg	Hou Bas Resid Reg	Pop in	Pop out	Pop 0-4	Pop 5-14	Pop 15-19	Pop 20-29	Pop 30-44	Pop 45-49	Pop 50-54	Pop 55-59	Pop 60-64	Pop 65-	Municipal workers	New const hous stoc	Priv establishments	Employees priva busi	Total Retail Store	Ann Sales Store	Ann Sales Ret Store	Ann Ship ind prod	Agriculture output	Taxable income	Local tax rev	Exp Total	Ownership car	Educational facility	Books Station Retail	Libraries	Nursery	Community center	Hospital	Nat man Comp Index	Population index	Nat man Per capita	Day/Night pop ratio	Bas Resid Reg growth	Population density	Cens househ (to single)	Ind_1_agriculture	Ind_2_mine_cons_manu	Ind_3_busi_pub_serv	Ret shop ann grow	Income gap	Incr local tax rev	Exp Parliament	Exp General	Exp Livelihood	Exp Health	Exp Labor	Exp Agriculture	Exp Busi_Indust	Exp Construction	Exp Fire	Exp Education	Exp Disaster Recovering	Exp Bonds
Matsue	5	13	277.2723077	42433.69231	153.0397776	7.257762872	15,1738	47,1871	184,1728	116,1871	160,1800	108,1853	61,1579	6,1169	20,1495	4,1360	160,1834	218,1895	466,1854	493,1874	337,1604	21.5,1179	318,1855	421,1656	331,1891	84,1662	121,1453	6,1845	501,1386	144,1239	124,1199	691,1876	70,1404	472,1847	36,1861	240,1569	856,1891	1240,1787	209,1871	21.5,1759	13.5,1738	763,1751	433,1664.5	8,1644	158.5,1087	160.5,1813.5	781.5,1573	36.5,1484.5	163.5,1667.5	38,1695	145,1237.5	218.5,1840.5	375,1884	236,1885	402,1885	41,1869	289,1848	1089,1879	601,1810	116,1860	315,1824	120,1830	472.5,1896	1117,1892
Kintetsu Minami-Osaka Line	9	4	16.54	81229.25	4911.079202	12.26182437	608,1590	608,1372	719,1207	500,1074	1048,1304	1513,1864	973,1852	965,1272	1401,1555	674,1233	35,450	244,343	1157,1508	257,692	140,223	776,1644	129,690	26,670	163,705	99,1338	72,829	532,953	128,772	1022,1425	831,1002	121,214	144,537	463,1463	75,1125	240,1533	424,586	281,643	209,1099	304,1558	605,1591	16,440	42,605.5	1198.5,1376	1404,1784	428.5,1080	227.5,696	1038.5,1206	1202.5,1442.5	141.5,810	1023.5,1424.5	118.5,1186	329,1428	114,816	113,1346	120,511	289,1680	110,326	15,168	120,443	37,356	50,250	472.5,472.5	80,576
Kanazawa	3	19	220.2873684	61316.47368	278.3476607	8.120744148	282,1874	639,1889	13,1840	12,1804	56,1898	81,1879	190,1862	176,1839	108,1831	70,1831	38,1492	30,1557	95,1861	23,1804	543,1600	172,1840	163,1742	150,1820	83,1849	227,1829	197,1783	200,1790	278,1447	363,1638	329,1867	230,1633	453,1717	172,1830	280,1881	608,1808	962,1768	707,1762	209,1782	383,1884	282.5,1874	638,1781	15.5,1755	116.5,1870.5	386,1654	3,1827.5	227.5,1505	609.5,1816	455,1667.5	151.5,1678	364,1642.5	50,1874.5	220,1608	43,1822	127,1765	180,1665	635,1847	217,1477	148,1734	202,1827	94,1491	54,1758	472.5,1866	371,1728
Nagaoka	3	11	389.6636364	59506.27273	152.711896	7.25466864	224,1826	962,1802	45,1511	22,1456	243,1191	103,1382	839,1734	323,1077	146,1151	161,1664	518,1704	812,1555	83,920	875,1740	541,1747	210,1873	1058,1861	589,1845	261,1706	203,1723	269,1590	234,1549	661,1729	467,1251	379,1890	558,1850	381,1791	404,1612	191,1529	240,1840	1098,1806	740,1723	209,1560	276.5,1840	223,1826.5	561.5,1658	401.5,1828	531,1198.5	195,1220	181.5,1649.5	696,1725	110,1816	245.5,1826.5	87.5,1815	466.5,1250.5	74.5,1831.5	217,1766	657,1785	249,1880	353,1860	1307,1898	575,1882	1319,1865	1010,1872	412,1819	875,1876	472.5,1889	30,1523
Nagasaki	6	10	184.873	95783.5	518.1043203	9.017098803	438,1875	174,1609	206,1737	368,1757	369,1846	696,1868	886,1828	78,1529	361,1510	728,1799	861,1827	463,1473	196,791	99,1540	112,1295	232,1760	128,1635	79,1550	235,1800	247,1718	185,1752	118,1617	386,1641	75,1422	96,1044	33,1448	193,1091	135,1651	434,1659	240,1595	683,1788	401,1493	731,1760	254,1863	436,1875	146,1251	50,1691	189.5,1684	590,1493	278.5,1606	491,1685	153,687.5	527,1787.5	180.5,1593.5	75,1422	131.5,1733	258,1410	225,1406	53,1808	64,1667	289,1357	280,1595	37,1633	220,1679	38,1532	22,926	472.5,1717	221,1576
Nagano	3	14	179.5592857	46076.85714	256.6108289	8.003438243	81,1860	904,1816	164,832	82,826	18,1429	130,1559	58,1821	38,922	19,1387	40.5,1778	381,1568	256,1802	292,1572	772,1876	1325,1859	50,1301	360,1872	56,1626	72,1752	127,1757	25,1617	48,1632	617,1524	103,1423	59,1412	484,1790	397,1682	185,1539	106,1580	240,1652	737,1771	891,1845	209,1427	45.5,1868	82,1860	199,1811	47,1658	116.5,1317.5	58,1250	24,1237	907,1844.5	202.5,1484.5	66.5,1351	37,1424	104,1422	112,1697	216,1819	259,1781	241,1743	30,1729	289,1819	698,1770	552,1863	585,1833	223,1765	173,1608	472.5,1770	517,1857
Aomori Shimokita	1	12	258.3575	36521.75	141.361292	7.143243321	85,1837	362,1492	154,1300	157,1445	5,1205	17,1644	99,1477	28,987	63,1258	103,1802	1430,1878	1208,1898	102,1687	659,1842	78,1354	52,931	291,1645	44,1294	842,1777	29,1732	12,1533	20,1266	175,1886	36,878	6,1893	500,1827	214,618	27,1546	36,1829	240,1835	459,1867	128,1854	209,1707	61.5,1813	87.5,1837	3,1820	365.5,1524.5	19.5,986	146.5,1091	94,1374.5	596,1803	153,1344	35.5,1787.5	35.5,1287.5	35.5,880	22,1874.5	297,1817	475,1837	634,1789	116,1885	289,1685	451,1833	114,1524	36,1772	406,1897	451,1895	472.5,1790	109,1763
Maebashi/Takasaki	2	26	211.945	55377.46154	261.2822267	8.029465181	41,1857	233,1850	5,1601	41,1655	2,1831	1,1820	5,1886	23,1683	4,1605	2,1874	37,1808	163,1826	264,1838	30,1899	24,1872	21.5,1719	98,1873	53,1842	51,1895	26,1837	24,1731	23,1725	525,1866	153,1444	179,1899	94,1891	976,1890	5,1835	36,1260	240,1774	28,1764	128,1614	209,1876	8.5,1867	41,1857	6,1660.5	147,1763	11,1765.5	50,1489	24,1837.5	227.5,1882.5	13,1792.5	13,1891	65.5,1797	153,1443.5	48,1897	279,1867	108,1896	42,1896	12,1862	289,1770	382,1891	51,1881	1,1883	310,1868	373,1893	472.5,1895	48,1882
Atsugi	7	5	56.282	97460.4	1731.64422	10.75792683	133,1775	592,1047	1174,1490	1142,1467	649,1643	275,1375	465,1533	1467,1783	1105,1812	508,1311	216,1856	292,1816	913,1821	89,529	664,1729	1028,1491	178,816	1157,1823	107,386	36,1808	32,1658	1250,1779	354,1206	1581,1769	1549,1882	144,1657	241,1796	252,1666	36,526	240,793	28,551	128,667	209,1872	86,1763	133.5,1775	177,630.5	460.5,1816	1263.5,1644	338,1710	699,1667	227.5,596	687.5,1835	657,1489	228,1647	1585,1773	323.5,1878	208,1829	260,1735	202,626	92,1356	289,1828	289,1714	240,1595	966,1411	569,1192	357,1887	472.5,1082	5,355
Muroran	0	6	226.0266667	33969.16667	150.2883141	7.231589024	111,1492	82,258	1225,1861	1098,1824	263,867	209,594	269,852	297,830	459,1029	170,1452	189,881	947,1608	673,1766	1118,1562	120,1731	914,1538	352,1477	422,1768	410,1668	424,1647	498,1507	78,1698	133,1664	294,1013	222,1419	536,1847	689,1024	319,1679	1027,1863	240,1060	184,1830	128,1767	1116,1895	190,1470	113.5,1492	230,1740	378.5,1798	399,1600	106.5,1441	1137.5,1760	227.5,1685	19,945	859.5,1629.5	149,803	295,1014	198.5,1780.5	456,1769	665,1718	1199,1784	519,1876	289,1625	268,1699	721,1825	355,1895	628,1860	100,1824	472.5,1373	600,1718
Kasukabe/Koshigaya	7	8	34.64	99566.25	2874.314376	11.48900215	456,1840	738,1763	674,1344	631,1242	348,1786	406,1802	693,1598	1221,1771	951,1784	272,1470	241,1744	360,1881	1269,1869	54,700	748,1421	830,1634	206,858	64,1853	65,507	100,1562	91,1299	293,1867	314,1032	1252,1657	685,1772	19,676	216,1734	57,1170	85,1124	240,1520	94,902	467,1353	209,1505	488.5,1781	456.5,1840	112.5,1475	70.5,1846	605.5,1828	1138,1726	65,1284.5	227.5,781.5	609.5,1835	293.5,1593	625.5,1685	1253.5,1661.5	844.5,1676.5	173,1408	35,752	15,361	47,944	289,1447	191,1116	26,439	29,1437	84,1466	27,1439	472.5,472.5	84,1252
Tsu/Ise	4	12	249.1758333	63817.91667	256.1159957	8.000653549	434,1824	714,1803	8,981	54,857	31,1734	161,1785	309,1331	134,1247	129,1391	127,1670	354,1512	352,1160	384,1638	509,1839	270,1621	202,1602	152,1762	123,1714	316,1724	290,1629	296,1589	271,1892	557,1405	366,1533	138,1749	196,1584	688,1698	41,1536	229,1768	240,1759	439,1829	462,1764	209,1766	271,1849	436,1824	377.5,1842	63.5,1800.5	77.5,1644	240.5,1275	21,1332	596,1628.5	256.5,1726	346,1307	474,1608.5	368,1537.5	16,1759	227,1459	175,1603	158,1733	185,1624	289,1440	519,1561	132,1673	133,1147	696,1885	119,1751	472.5,1750	413,1586
Tsuyama	5	10	274.308	24937.7	90.91131137	6.506387904	26,1529	782,1659	26,1489	43,1650	137,1621	174,1429	184,1633	49,1716	80,1085	42,537	334,1683	56,1143	341,1866	853,1823	469,1806	21.5,1608	482,1426	23,1730	547,1648	62,1650	68,1790	313,1854	798,1758	97,914	165,1847	857,1828	670,1524	141,1808	36,1780	240,1823	28,1883	128,1721	209,1693	8.5,1634.5	25.5,1529	1,1700	358,1781.5	102.5,1502	119,865	460.5,1332	907,1774.5	465,1484.5	202,1092.5	296.5,1630.5	96,913	118.5,1620	670,1879	557,1871	984,1779	789,1741	289,1695	859,1820	202,1866	875,1806	1068,1863	634,1784	472.5,1652	952,1783
Souma	1	5	219.15	29502.2	134.6210358	7.072760052	311,1370	1407,1856	325,755	176,849	598,1409	1050,1357	897,1710	699,1103	186,939	250,1567	1152,1872	957,1612	156,885	886,1286	573,1281	342,1293	512.5,1260	76,1249	197,1379	39,1311	57,1384	602,1659	1152,1738	38,695	384,1842	408,1505	1027,1322	422,1402	125,1246	240,1733	165,1452	886,1372	209,1502	159.5,1317.5	308.5,1369.5	188,1207	396,1310.5	160,986	231,835	36.5,906.5	978.5,1761.5	1415,1726	4,726	213,1186.5	37.5,694.5	108,1863.5	599,1665	728,1630	96,727	213,1543	1003,1619	1038,1597	640,1613	476,1122	673,1201	280,1653	1272,1786	562,1449
Akita	1	13	333.4630769	48564.38462	145.6364677	7.186227844	129,1842	572,1823	17,1231	33,784	72,1600	95,1817	114,1868	88,977	176,1246	221,1733	15,1806	42,1876	652,1761	729,1788	513,1868	98,1213	224,1466	131,1621	540,1627	122,1830	100,1781	155,1850	521,1899	52,1712	41,1747	541,1686	393,1261	130,1848	36,1652	240,1780	497,1777	410,1875	209,1666	67.5,1827	133.5,1842	96,1858	172,1840	189.5,1743	103.5,1131	19,1484	491,1893	1,1852	1,1787.5	4,1675.5	52,1716	177,1750.5	261,1797	582,1806	592,1507	93,1530	289,1736	466,1777	594,1791	303,1420	124,1795	149,1821	472.5,1761	705,1630
Tomakomai	0	12	596.1491667	24584.33333	41.23856026	5.36592206	219,1711	135,947	495,1645	1006,1837	153,1710	319,1150	282,1576	252,1356	382,1436	255,1553	492,1689	550,1838	374,1885	335,1566	109,1858	99,1667	518,1666	566,1645	514,1467	222,1705	335,1646	142,1715	308,1869	555,1823	302,1878	864,1804	626,1613	431,1658	874,1793	240,1831	284,1837	128,1570	209,1816	159.5,1738	217.5,1711	465.5,1765	985.5,1767	77.5,1376	50,1023	1109.5,1753	227.5,1887.5	55,1344	35.5,1489	6,1697.5	554.5,1827	23,1860	306,1748	239,1774	862,1738	513,1841	873,1846	411,1832	1030,1740	1131,1849	575,1866	399,1863	472.5,1879	734,1798
Karatsu	6	5	194.904	48938.6	251.0907934	7.972065321	307,1611	941,1864	405,729	254,966	1059,1523	1295,1645	1300,1855	463,1495	385,790	785,1186	1287,1661	922,1411	74,658	859,1316	660,1802	551,1409	790,1717	814,1644	895,1788	145,1474	149,1122	82,1752	1023,1760	228,530	301,1886	551,1788	629,1079	403,1474	1212,1664	240,1608	1299,1702	750,1342	209,1773	190,1646	308.5,1611	393,1484.5	985.5,1803.5	458.5,1317.5	807,1048	448.5,1467	696,1628.5	609.5,1591.5	245.5,1092.5	178,939	229,531	32,1812.5	676,1744	717,1854	879,1766	225,1837	289,1494	826,1805	984,1534	402,1875	613,1574	147,1738	1268,1731	2,1563
Miyako/Kamaishi	1	6	552.3983333	25637.66667	46.41155688	5.536412188	182.5,1289	473,1385	70,450	104,733	194,695	274,1178	199,1039	99,331	142,722	351,1222	835,1833	1145,1798	947,1641	1369,1751	181,490	173,878	733,1606	301,1429	1227,1820	183,1381	273,1352	366,1413	322,1629	24,570	13,963	419,1717	274,504	605,1742	301,1546	240,1650	549,1697	128,1623	209,1582	57,1304	181,1288.5	32,1305.5	581.5,1650	135,681.5	78,556	514,1346.5	907,1656.5	609.5,1641.5	131.5,1202.5	61,869.5	24,569.5	452,1724.5	938,1633	723,1662	482,1416	40,1300	289,1601	726,1801	596,1710	338,1209	1194,1655	274,1873	1187,1821	777,1667
Miyazaki	6	11	250.3309091	55412.90909	221.358638	7.790241862	37,1863	216,1114	820,1696	881,1766	539,1599	136,1682	39,1811	42,1606	77,1324	8,1527	719,1826	429,1688	442,1588	403,1856	443,1837	370,1519	381,1808	286,1452	478,1882	43,1735	59,1662	236,1663	992,1854	135,989	157,1889	326,1879	737,1421	49,1857	36,1532	240,1762	28,1798	128,1462	209,1719	12,1862	34.5,1863	59,1409	620,1732.5	13.5,1502	19,1259	598.5,1721.5	781.5,1803	202.5,1038.5	163.5,1704	62,1745	134.5,988	566,1899	239,1881	187,1895	447,1775	51,1856	289,1321	766,1868	373,1828	131,1781	191,1308	52,1727	1109,1881	456,1829
Islands	7	9	44.54555556	3107	69.74882143	6.124096934	1,417	3,618	1294,1897	1497,1899	75,1897	6,1899	1.5,774	19,1694.5	133,1896	11,1894	1018,1899	642,1823	78,1875	2,1772	364,1894	21.5,993	1478,1877	650,1824	1222,1880	111,863	172,1180	6,228	548,1503	741,1885	742,1813	1698,1899	46,839	326,1893	36,1891	240,1899	28,1895	128,1618	209,1570	2,541	1,416.5	356,1899	1336,1813	1,1899	101.5,643.5	1356.5,1893	373.5,1542.5	77.5,1591.5	594.5,1787.5	87.5,1563.5	742.5,1889	151.5,1889	1558,1899	1434,1898	1599,1899	1772,1898	289,1899	1240,1897	1569,1896	1603,1897	891,1899	1593,1899	472.5,1739	1213,1899
Kuwana	8	3	126.2833333	69754.33333	552.3637323	9.109474787	864,1630	1193,1639	816,1164	868,988	1047,1489	1085,1618	1098,1677	1355,1715	1092,1528	744,1367	416,1677	370,1861	536,1860	172,646	948,1668	1302,1875	199,684	867,1765	152,782	390,1258	543,1604	1507,1879	447,966	1501,1730	1267,1745	60,1019	1012,1839	757,1715	274,1082	750,1656	824,1316	618,871	1193,1295	833.5,1651	864.5,1630.5	777.5,1772	54.5,1694.5	1055.5,1502	851,1428	123,1299.5	227.5,491	1484.5,1872.5	346,1030.5	679,1616.5	1505,1733	1241.5,1715.5	493,1005	400,1226	45,1270	340,989	289,1540	518,932	94,563	280,909	677,1019	837,1553	472.5,1553	78,913
Kobe	4	24	113.775	115744.0417	1017.306453	9.990538626	839,1831	15,1810	38,1872	71,1849	603,1648	64,1805	52,1897	638,1852	600,1760	227,1895	110,1848	141,1322	167,1857	27,1428	57,1783	532,1780	18,1888	19,1891	69,1894	431,1880	239,1810	13,1766	9,1652	600,1886	377,1779	47,1371	39,1887	170,1850	134,1849	495,1695	82,1718	128,1490	209,1771	740.5,1795	840,1831	9,1720	26,1883	531,1828	657.5,1813	36.5,1875	70,1685	55,1872.5	245.5,1870	193,1569.5	597.5,1890	379.5,1639.5	105,1090	143,1448	31,1659	227,1610	630,1873	47,1421	30,1473	329,1577	56,1413	108,1583	472.5,1590	180,1691
Kooriyama	1	23	162.0734783	32268.78261	199.0997105	7.637347313	48,1845	1018,1898	90,1673	132,1605	206,1688	610,1844	1395,1860	664,1658	47,1422	1264,1878	1236,1883	607,1774	47,562	132,1530	587,1843	89,1713	151,1597	58,1798	141,1781	21,1792	15,1631	116,1853	698,1821	79,1179	91,1862	252,1748	714,1790	51,1705	36,1622	240,1858	28,1192	514,1789	209,1825	25,1870	50,1845	181,1753	63.5,1791	77.5,1644	146.5,1154	7,1552.5	696,1844.5	687.5,1882.5	3,1442.5	23,1812	79,1178	4,1840.5	247,1844	222,1819	47,1712	29,1700	289,1388	668,1775	372,1554	2,1810	217,1763	201,1614	472.5,1788	491,1767
Sakata/Tsuruoka	1	5	481.022	60323	125.4059066	6.97046149	362,1634	1273,1882	121,646	72,251	227,1011	364,1201	608,1376	306,506	308,874	1112,1298	1333,1761	1174,1836	357,1168	1184,1499	1177,1444	118,1278	784,1637	252,1760	1088,1601	438,1831	555,1791	722,1284	1284,1635	351,773	196,936	827,1032	981,1309	780,1434	164,1698	240,1502	405,1314	978,1538	659,1621	350.5,1672	364.5,1634	781.5,1287.5	224.5,1740	458.5,1126	495,911	40,906.5	1043.5,1468.5	945,1415	245.5,1150.5	321.5,1790.5	350,772.5	426.5,844.5	481,1508	679,1245	299,935	43,908	1349,1460	847,1165	756,1513	371,1270	1073,1496	1057,1654	472.5,1777	1012,1322
Takayama	3	3	1273.68	53112	41.69964198	5.381963092	908,1481	1333,1680	72,422	189,433	612,1363	945,1539	671,1004	268,550	573,1107	782,901	277,554	527,684	1074,1401	996,1537	1526,1777	509,784	1570,1779	1253,1701	1506,1692	543,1589	718,1653	938,1502	782,1364	935,1187	1154,1379	1336,1553	1025,1242	1531,1657	1308,1619	926,1583	1060,1655	1180,1400	673,1469	987,1512.5	907.5,1481.5	912,1428.5	919.5,1524.5	306,913.5	275.5,322	368.5,987	781.5,1101.5	774,1641.5	594.5,1202.5	588.5,1369	933,1188	476.5,1241.5	746,842	1303,1474	732,1191	253,1393	1180,1861	1415,1600	1440,1649	1182,1740	1196,1551	1332,1757	1177,1515	1209,1452
Takamatsu	5	16	116.386875	63325.25	544.092708	9.087708683	486,1870	463,1500	84,1825	45,1868	241,1884	191,1843	255,1380	213,1656	312,1819	53,1018	298,1432	24,1780	105,1834	97,1675	318,1372	212,1670	182,1832	288,1809	374,1887	269,1834	187,1775	439,1857	252,1476	607,1445	524,1640	280,1091	371,1458	283,1836	149,1802	240,1636	507,1609	128,1741	209,1774	469.5,1880	487.5,1870	298,1682.5	234.5,1778	189.5,1502	598,1570	208,1714	227.5,1350.5	465,1726	346,1667.5	3,1762	608,1445	187.5,1873	224,1497	161,1300	356,1203	467,1521	289,1816	339,1422	294,1788	76,1120	75,1597	475,1805	472.5,1112	150,1174
Koochi	5	27	202.5562963	25011.92593	123.481355	6.948149409	7,1847	67,790	36,1409	215,1543	6,1406	5,1318	26,1644	11,1130	5,1395	23,1534	142,1672	111,1856	107,1893	629,1896	22,1880	21.5,1457	81,1668	12,1491	327,1858	1,1692	1,1562	6,1353	580,1799	27,1148	97,1184	663,1884	270,1430	23,1837	36,1840	240,1881	28,1893	128,1844	209,1894	1,1859	9,1847	8,1827	338.5,1810.5	17.5,1198.5	22,1422	750.5,1845	491,1868	55,1591.5	13,1787.5	5,1644	27.5,1148.5	151.5,1745.5	235,1893	147,1891	844,1884	36,1881	289,1366	454,1874	2,1877	11,1881	236,1858	3,1872	472.5,1892	700,1876
Jooban Line	7	16	71.87375	128306.75	1785.168438	10.80184449	494,1882	396,1796	80,1791	185,1470	173,1823	159,1708	154,1887	791,1787	690,1798	21,1879	193,1852	224,1897	354,1899	14,1165	154,1686	258,1861	31,1170	6,1734	67,1167	90,1543	84,1587	240,1804	305,1624	749,1770	449,1565	14,707	134,1861	55,1428	168,981	240,1481	95,1207	128,1669	209,1109	396,1861	495.5,1882	98.5,1292	4,1578	224,1894	929,1792	13,1504	227.5,1310	202.5,1761	163.5,1737.5	116.5,1780	748,1774	24,1844	175,1455	10,1148	19,540	17,1449	289,1546	143,1013	76,539	134,1358	194,1370	78,1675	472.5,1278	79,559
Morioka	1	8	455.2375	59875.625	131.5261265	7.039205596	365,1829	558,1746	53,1519	211.5,1530	63,1630	101,1794	573,1787	145,1759	99,1412	881,1841	1229,1795	524,1786	215,1325	49,1767	1000,1760	278,1359	108,1321	229,1718	36,1643	325,1856	333,1642	658,998	768,1766	62,1388	61,1273	79,1557	344,1459	65,1122	122,1589	240,1523	332,1730	333,1713	509,1618	338.5,1818.5	364.5,1829	135,1491.5	289,1718.5	135,1441	139.5,1126	133.5,1674	596,1761.5	77.5,1128.5	48.5,1846.5	131.5,1572.5	62,1388	208,1827.5	266,1438	71,1727	68,1447	160,1546	289,1533	470,1454	307,1234	319,1180	146,1710	62,1504	1073,1840	345,1628
Funabashi	7	6	45.31833333	260445.8333	5747.030267	12.48860093	1273,1891	210,1236	1639,1799	1133,1791	1393,1822	683,1647	203,1410	1206,1853	1659,1876	574,1501	47,817	91,889	343,1740	65,364	189,1199	1642,1820	17,115	101,417	9,153	433,1405	422,1168	335,1134	188,864	1578,1863	997,1502	8,185	84,301	44,671	329,686	554,1160	62,215	421,628	546,919	1073,1877	1273,1891	79,266	24.5,510	1600,1887	1520,1803	100,1753	227.5,696	312,687.5	1544.5,1808.5	827.5,1707.5	1582.5,1867	1081,1656	138,494	49,757	84,409	167,910	289,1005	101,261	150,617	37,963	188,1098	49,1339	472.5,472.5	50,238
Downtown Tokyo	7	8	13.73375	179210.75	13048.93055	13.67164395	1153,1823	5,39	1831,1891	1726,1886	282,1494	23,300	12,73	1621,1892	1801,1899	1307,1863	63,355	9,277	81,1208	79,795	8,1143	1757,1890	1807,1895	1870,1899	936,1899	1843,1899	1242,1818	129,886	44,68	1868,1895	858,1872	677,1747	3,1280	659,1892	1566,1895	991,1649	157,584	128,128	585,1880	1809,1899	1152.5,1823	1020.5,1898	1867,1893	1126,1896.5	1676,1897	1839.5,1886	70,70	19,383.5	1737.5,1888.5	438,1587.5	1872,1899	426.5,1856	353,1677	806,1798	1463,1882	833,1785	1210,1724	6.5,50	339,1731	299,1873	9,28	771,1847	472.5,1027	4,242
Miyakonojoo	6	8	309.43375	46434.5	150.0628164	7.22942273	497,1705	265,775	874,1532	964,1724	383,1626	374,1837	540,1839	356,1067	132,926	652,1643	1450,1801	863,1745	298,952	482,1644	458,1256	371,1239	359,1353	122,1387	508,1472	250,1545	262,1475	425,1563	1359,1830	85,459	113,709	515,1417	1029,1365	216,1510	767,1440	240,1728	1310,1666	580,1468	209,1840	350.5,1758	495.5,1705	451,1615	172,1591	306,1644	503,957	794,1472	1043.5,1761.5	312,1038.5	131.5,1030.5	93,1707.5	84.5,459	566,1724.5	328,1357	714,1379	963,1711	68,937	289,1278	896,1787	356,1354	152,1017	185,997	171,1438	472.5,1644	370,1479
Kushiro/Nemuro	0	13	733.6569231	26048.38462	35.50485765	5.149944517	89.5,1731	110,1396	517,1686	1122,1827	346,1771	532,1756	148,1850	193,1219	538,1585	648,1882	799,1794	729,1794	153,1628	163,1375	291,1873	254,1557	621,1700	558,1653	137,1679	648,1795	837,1787	41,1703	581,1896	500,1417	488,1047	788,1856	1087,1876	445,1826	141,1675	240,1828	28,1794	128,1766	209,1886.5	86,1704	87.5,1731	227.5,1779	819.5,1700.5	58,1317.5	16,709.5	656,1667	373.5,1890	24,1484.5	7.5,1667.5	113.5,1792	498.5,1414.5	104,1745.5	287,1837	805,1843	37,1729	953,1884	289,1766	621,1880	457,1761	66,1850	1091,1898	896,1801	472.5,1273	910,1818
Tottori	5	11	230.9336364	33746.18182	146.1293485	7.191102146	191,1745	871,1830	7,854	96,882	47,1459	97,1383	813,1719	405,1481	81,1133	294,1329	1207,1804	717,1655	326,1055	653,1806	791,1770	60,938	174,1627	22,1657	402,1672	108,1626	105,1690	274,1387	702,1702	289,1007	60,1041	956,1606	434,1101	151,1783	868,1809.5	240,1859	998,1775	875,1716	209,1861	266.5,1776	190,1745	815,1734	125,1791	42,1055.5	170,995	100,1453.5	841.5,1685	465,1792.5	245.5,1256.5	25,1576.5	288.5,1009	342,1852	314,1680	530,1736	660,1569	215,1759	289,1536	945,1579	429,1741	14,1282	485,1534	565,1699	472.5,1822	793,1668
Kagoshima/Satsunan Islands	6	33	191.9721212	41086.69697	214.0242901	7.741630731	5,1892	9,583	687,1896	703,1898	209,1824	139,1896	1.5,1847	1,1674	44,1259	306,1884	1262,1890	325,1844	38,1259	399,1853	20,1871	21.5,1653	380,1794	8,1484	629,1884	2,1782	2,1530	6,1392	426,1839	1,1104	1,1462	234,1898	17,1387	760,1895	36,1735	240,1845	28,1850	128,1896	209,1883	3.5,1891	5,1892	231.5,1893	665,1640.5	3,1502	30.5,1423	1005.5,1878	373.5,1844.5	77.5,1206	131.5,1846.5	18,1718.5	1,1105	88,1724.5	196,1898	91,1899	290,1886	162,1895	289,1603	480,1887	221,1895	69,1899	66,1894	196,1891	472.5,1855	669,1898
Toyama/Takaoka	3	16	287.74625	68964.1875	239.6701521	7.90490644	53.5,1869	1055,1834	12,1211	7,617	145,1891	235,1897	249,1834	389,999	461,1882	162,1424	8,1198	1,1151	25,1820	51,1611	459,1888	257,1447	35,1874	181,1840	222,1888	71,1786	375,1705	777,1711	570,1368	1118,1866	753,1884	567,1857	901,1781	641,1885	36,1690	240,1883	895,1888	128,1677	209,1815	74.5,1888	56.5,1869	1096.5,1719	63.5,1714	306,1839.5	22,1346	2,1807.5	491,978.5	1206,1852	245.5,1307	175.5,1477.5	1120,1870	12,1706.5	237,1771	70,1790	566,1476	19,1781	289,1720	561,1753	137,1888	274,1888	22,1874	158,1870	472.5,1883	544,1865
Tsuruga	3	6	183.1483333	24570.66667	134.157195	7.06778062	426,1338	874,1853	92,712	127,875	744,1815	483,1721	1066,1793	487,1172	526,1262	445,1674	447,1498	435,1401	195,1080	488,1353	1070,1521	322,1317	843,1701	1001,1664	678,1628	206,1635	290,1675	225,1535	357,1166	982,1443	989,1885	927,1803	587,1400	830,1682	247,1553	759,1869	1156,1855	915,1690	209,1752	521,1329	426.5,1337.5	828.5,1737	853.5,1596.5	605.5,1317.5	309,979	168,1442.5	491,1160.5	536,1206	1030.5,1397.5	247,1147	982,1443.5	83.5,1821.5	866,1612	1064,1846	905,1772	1211,1744	1703,1863	1103,1847	1145,1784	1044,1801	708,1697	588,1883	472.5,472.5	317,1249
Shoonan	7	5	35.116	184189.6	5245.175988	12.35677546	1165,1864	370,870	1251,1510	751,1284	728,1517	494,1312	122,1209	412,1668	1515,1793	661,1786	166,443	136,933	641,1375	196,1089	89,1194	1103,1748	96,612	61,1631	198,830	423,1489	437,1354	37,1789	36,449	1639,1876	1370,1744	49,389	126,475	374,1056	208,659	240,1094	72,161	344,719	519,1197	1018.5,1848	1164.5,1864	53,865.5	106,892	1376,1765.5	1657,1754	857,1552.5	70,373.5	256.5,1687	913.5,1826.5	266.5,1419	1642.5,1880	732.5,1503.5	158,943	238,1016	104,432	144,785	1214,1822	66,320	233,542	370,1369	250,867	395,576	472.5,472.5	122,362
